,Datetime,Open,High,Low,Close,Volume,Return,Ticker
63,2023-05-12 16:30:00+00:00,171.92999267578125,172.19000244140625,171.31500244140625,171.77499389648438,4545315,-0.0009887662944105,AAPL
64,2023-05-12 17:30:00+00:00,171.77000427246094,171.97500610351562,171.0,171.3300018310547,4597136,-0.0025905520666055,AAPL
65,2023-05-12 18:30:00+00:00,171.3300018310547,171.92999267578125,171.17999267578125,171.9001007080078,5318972,0.0033274900534658,AAPL
66,2023-05-12 19:30:00+00:00,171.91000366210938,172.6199951171875,171.90499877929688,172.55999755859375,5265382,0.0038388392320192,AAPL
68,2023-05-15 14:30:00+00:00,171.83999633789062,172.4199981689453,171.8000946044922,172.27000427246094,5670696,0.0024854607075042,AAPL
69,2023-05-15 15:30:00+00:00,172.25999450683594,172.42999267578125,171.97000122070312,172.17869567871094,3028790,-0.0005300318772012,AAPL
70,2023-05-15 16:30:00+00:00,172.17300415039062,172.3000030517578,171.8300018310547,171.85000610351562,3243442,-0.0019090025853643,AAPL
71,2023-05-15 17:30:00+00:00,171.82949829101562,172.02000427246094,171.52499389648438,171.81500244140625,3550691,-0.0002036872904636,AAPL
72,2023-05-15 18:30:00+00:00,171.8249969482422,171.91000366210938,171.66000366210938,171.81219482421875,2998745,-1.6340931511260592e-05,AAPL
73,2023-05-15 19:30:00+00:00,171.80999755859375,172.18499755859375,171.75270080566406,172.1300048828125,3742603,0.0018497526262259,AAPL
75,2023-05-16 14:30:00+00:00,172.41000366210938,172.57000732421875,171.8800048828125,172.30999755859375,5885074,-0.0005800481491295,AAPL
76,2023-05-16 15:30:00+00:00,172.30999755859375,172.50999450683594,171.8300018310547,172.25,3982831,-0.0003481954584402,AAPL
77,2023-05-16 16:30:00+00:00,172.24899291992188,172.35499572753906,171.97000122070312,172.16110229492188,2846276,-0.0005160969815856,AAPL
78,2023-05-16 17:30:00+00:00,172.16000366210938,172.35000610351562,171.79910278320312,171.89999389648438,2879231,-0.0015166515255589,AAPL
79,2023-05-16 18:30:00+00:00,171.89999389648438,172.72500610351562,171.8677978515625,172.6649932861328,4941525,0.0044502583874965,AAPL
80,2023-05-16 19:30:00+00:00,172.66000366210938,172.69700622558594,172.02999877929688,172.0800018310547,4450643,-0.0033880142346439,AAPL
82,2023-05-17 14:30:00+00:00,171.02999877929688,171.16000366210938,170.47000122070312,170.84669494628906,5895961,-0.0010232798165751,AAPL
83,2023-05-17 15:30:00+00:00,170.83999633789062,171.27000427246094,170.72999572753906,171.13499450683594,3931938,0.0016874751989641,AAPL
84,2023-05-17 16:30:00+00:00,171.13999938964844,172.1199951171875,170.9600067138672,172.0399932861328,6324707,0.0052882157848828,AAPL
85,2023-05-17 17:30:00+00:00,172.0399932861328,172.86000061035156,171.86000061035156,172.4084930419922,7086324,0.0021419423985125,AAPL
86,2023-05-17 18:30:00+00:00,172.4199981689453,172.58999633789062,171.94000244140625,172.35000610351562,5049559,-0.0003392346713587,AAPL
87,2023-05-17 19:30:00+00:00,172.36000061035156,172.9250030517578,172.32000732421875,172.64999389648438,5302466,0.0017405731496671,AAPL
90,2023-05-18 15:30:00+00:00,174.6649932861328,175.00999450683594,174.16000366210938,174.36000061035156,7994440,-0.0017176402465798,AAPL
91,2023-05-18 16:30:00+00:00,174.3699951171875,174.85000610351562,174.1300048828125,174.27999877929688,4949014,-0.000458831330435,AAPL
92,2023-05-18 17:30:00+00:00,174.27999877929688,174.44000244140625,173.67999267578125,174.11000061035156,4395642,-0.0009754313182007,AAPL
93,2023-05-18 18:30:00+00:00,174.11000061035156,174.69000244140625,174.11000061035156,174.5,5800615,0.0022399597282252,AAPL
96,2023-05-19 14:30:00+00:00,175.875,176.25,175.39999389648438,175.4759063720703,7583858,-0.0022975807341569,AAPL
97,2023-05-19 15:30:00+00:00,175.4600067138672,175.97999572753906,175.2100067138672,175.44000244140625,6329706,-0.0002046088913649,AAPL
98,2023-05-19 16:30:00+00:00,175.42999267578125,175.7899932861328,175.0850067138672,175.73500061035156,5485062,0.0016814760877801,AAPL
99,2023-05-19 17:30:00+00:00,175.74000549316406,175.88999938964844,175.10000610351562,175.23219299316406,3935160,-0.0028611694622083,AAPL
100,2023-05-19 18:30:00+00:00,175.24119567871094,175.60000610351562,175.12109375,175.1300048828125,4243260,-0.0005831583147255,AAPL
101,2023-05-19 19:30:00+00:00,175.13999938964844,175.36000061035156,174.94000244140625,175.19000244140625,5450597,0.0003425886879515,AAPL
103,2023-05-22 14:30:00+00:00,174.1999969482422,174.60000610351562,173.60000610351562,174.48880004882812,5485289,0.0017038595559313,AAPL
104,2023-05-22 15:30:00+00:00,174.47999572753906,174.5500030517578,173.92999267578125,174.16000366210938,4041203,-0.0018843409240406,AAPL
105,2023-05-22 16:30:00+00:00,174.14500427246094,174.38999938964844,173.8699951171875,174.22000122070312,4605162,0.0003444967692476,AAPL
106,2023-05-22 17:30:00+00:00,174.22999572753906,174.52000427246094,174.08999633789062,174.32000732421875,3217043,0.0005740219424572,AAPL
107,2023-05-22 18:30:00+00:00,174.32000732421875,174.6199951171875,174.10000610351562,174.22000122070312,4006348,-0.0005736926302992,AAPL
108,2023-05-22 19:30:00+00:00,174.22999572753906,174.5,174.03500366210938,174.24000549316406,4235027,0.0001148219051818,AAPL
110,2023-05-23 14:30:00+00:00,172.85000610351562,173.17999267578125,172.68499755859375,173.01499938964844,4405099,0.0009545460243374,AAPL
111,2023-05-23 15:30:00+00:00,173.02000427246094,173.0399932861328,172.52000427246094,172.60000610351562,4741797,-0.0023985971597653,AAPL
112,2023-05-23 16:30:00+00:00,172.58999633789062,172.6486053466797,171.77000427246094,172.0749969482422,5091724,-0.0030417678835918,AAPL
113,2023-05-23 17:30:00+00:00,172.07000732421875,172.3397979736328,171.5,171.65499877929688,5434710,-0.0024407855667237,AAPL
114,2023-05-23 18:30:00+00:00,171.65499877929688,171.94000244140625,171.27499389648438,171.6195068359375,4832024,-0.0002067632379585,AAPL
115,2023-05-23 19:30:00+00:00,171.6199951171875,172.02000427246094,171.49000549316406,171.5500030517578,7035036,-0.0004049876698813,AAPL
117,2023-05-24 14:30:00+00:00,171.16000366210938,171.67999267578125,170.94000244140625,171.3699951171875,5316124,0.0012268722282378,AAPL
118,2023-05-24 15:30:00+00:00,171.3699951171875,171.42999267578125,170.58999633789062,170.63499450683594,4092197,-0.0042889690803162,AAPL
119,2023-05-24 16:30:00+00:00,170.63499450683594,171.3800048828125,170.53500366210938,171.1750030517578,4633934,0.0031646998699335,AAPL
120,2023-05-24 17:30:00+00:00,171.17999267578125,171.8000030517578,171.10009765625,171.19000244140625,3712102,8.762605159051695e-05,AAPL
121,2023-05-24 18:30:00+00:00,171.17999267578125,172.1999969482422,171.02999877929688,172.10499572753906,4470318,0.0053448990775379,AAPL
122,2023-05-24 19:30:00+00:00,172.11000061035156,172.41830444335938,171.64999389648438,171.8300018310547,5226602,-0.0015978263461899,AAPL
124,2023-05-25 14:30:00+00:00,171.93499755859375,172.8000030517578,171.69500732421875,172.27000427246094,5758310,0.0019776165367544,AAPL
125,2023-05-25 15:30:00+00:00,172.27499389648438,173.60499572753906,171.7550048828125,173.60009765625,5506892,0.0077209807325795,AAPL
126,2023-05-25 16:30:00+00:00,173.60000610351562,173.72999572753906,172.83999633789062,173.1999969482422,5212827,-0.0023047262841986,AAPL
127,2023-05-25 17:30:00+00:00,173.1999969482422,173.89500427246094,173.08999633789062,173.35000610351562,4088982,0.000866103683121,AAPL
128,2023-05-25 18:30:00+00:00,173.35000610351562,173.6999969482422,172.6999969482422,173.63499450683594,4964268,0.0016440057299458,AAPL
129,2023-05-25 19:30:00+00:00,173.63710021972656,173.85879516601562,172.86000061035156,173.01499938964844,5345327,-0.0035706806623194,AAPL
131,2023-05-26 14:30:00+00:00,175.36000061035156,175.77000427246094,174.8800048828125,175.02999877929688,7373339,-0.0017964723214992,AAPL
132,2023-05-26 15:30:00+00:00,175.02999877929688,175.5399932861328,175.0,175.30870056152344,5019851,0.001592308656632,AAPL
133,2023-05-26 16:30:00+00:00,175.30499267578125,175.52999877929688,175.05999755859375,175.38499450683594,3991301,0.0004351977116259,AAPL
134,2023-05-26 17:30:00+00:00,175.38999938964844,175.48500061035156,174.83999633789062,175.01499938964844,5378105,-0.0021096167219315,AAPL
135,2023-05-26 18:30:00+00:00,175.01499938964844,175.4499969482422,174.96009826660156,175.3800048828125,4818859,0.0020855669196182,AAPL
136,2023-05-26 19:30:00+00:00,175.375,175.6649932861328,175.2100067138672,175.3800048828125,6954668,0.0,AAPL
138,2023-05-30 14:30:00+00:00,177.6300048828125,177.8199005126953,176.75039672851562,177.24000549316406,6189177,-0.0020893612594106,AAPL
139,2023-05-30 15:30:00+00:00,177.23500061035156,177.77999877929688,177.08999633789062,177.22219848632812,4148445,-0.000100468327037,AAPL
140,2023-05-30 16:30:00+00:00,177.22999572753906,177.97500610351562,177.13999938964844,177.14999389648438,5398241,-0.0004074240724946,AAPL
141,2023-05-30 17:30:00+00:00,177.14999389648438,177.66000366210938,176.58999633789062,177.59010314941406,4515429,0.0024843876268314,AAPL
142,2023-05-30 18:30:00+00:00,177.59739685058594,177.85000610351562,177.25,177.52000427246094,4423073,-0.0003947228798788,AAPL
143,2023-05-30 19:30:00+00:00,177.52999877929688,177.68499755859375,176.80999755859375,177.3300018310547,5728683,-0.0010703156649017,AAPL
145,2023-05-31 14:30:00+00:00,177.89999389648438,178.60000610351562,177.4199981689453,178.32000732421875,7763406,0.0023890668177892,AAPL
146,2023-05-31 15:30:00+00:00,178.32000732421875,179.0399932861328,178.24000549316406,178.74270629882812,5713382,0.0023704517566602,AAPL
147,2023-05-31 16:30:00+00:00,178.75,179.0,178.4600067138672,178.88999938964844,4280363,0.0008240509158121,AAPL
148,2023-05-31 17:30:00+00:00,178.89999389648438,179.3000030517578,178.74000549316406,179.16990661621094,5884978,0.0015646890687992,AAPL
149,2023-05-31 18:30:00+00:00,179.16990661621094,179.1999969482422,178.29200744628906,178.7178955078125,5736214,-0.0025228070770091,AAPL
153,2023-06-01 15:30:00+00:00,179.48500061035156,179.96670532226562,179.2100067138672,179.8000030517578,5769853,0.0017829693104325,AAPL
154,2023-06-01 16:30:00+00:00,179.8000030517578,180.0,179.46499633789062,179.61000061035156,6109540,-0.0010567432601853,AAPL
155,2023-06-01 17:30:00+00:00,179.61309814453125,180.0,179.47999572753906,179.875,5404967,0.0014754155600908,AAPL
156,2023-06-01 18:30:00+00:00,179.8800048828125,180.1199951171875,179.55999755859375,179.77999877929688,7700902,-0.0005281513312196,AAPL
157,2023-06-01 19:30:00+00:00,179.7899932861328,180.1199951171875,179.22000122070312,180.11000061035156,7887639,0.0018355870135464,AAPL
159,2023-06-02 14:30:00+00:00,179.74000549316406,180.63999938964844,179.63999938964844,180.5,6783430,0.0042842279572978,AAPL
160,2023-06-02 15:30:00+00:00,180.50999450683597,181.0498962402344,180.41000366210935,180.6699981689453,5864150,0.0009418181105003,AAPL
161,2023-06-02 16:30:00+00:00,180.6750030517578,181.00999450683597,180.52999877929688,180.58999633789065,4243206,-0.0004428063976614,AAPL
162,2023-06-02 17:30:00+00:00,180.58670043945312,180.7700042724609,180.05999755859375,180.45989990234372,4856063,-0.0007203966896563,AAPL
163,2023-06-02 18:30:00+00:00,180.4499969482422,181.0399932861328,180.3999938964844,180.7550048828125,5691505,0.0016352939385892,AAPL
164,2023-06-02 19:30:00+00:00,180.75,181.1000061035156,180.6100006103516,180.9600067138672,6889023,0.0011341419353096,AAPL
174,2023-06-06 15:30:00+00:00,177.7949981689453,179.11000061035156,177.75010681152344,178.69000244140625,6983928,0.0050622036630878,AAPL
175,2023-06-06 16:30:00+00:00,178.68499755859375,178.7899932861328,178.02999877929688,178.71499633789062,6695641,0.0001398729427661,AAPL
176,2023-06-06 17:30:00+00:00,178.718505859375,179.39999389648438,178.6103973388672,179.32000732421875,6019459,0.0033853397796805,AAPL
177,2023-06-06 18:30:00+00:00,179.3249969482422,179.6999969482422,179.1300048828125,179.41000366210938,4416033,0.0005018756090495,AAPL
178,2023-06-06 19:30:00+00:00,179.4199981689453,179.55990600585938,179.0500030517578,179.16000366210938,5394387,-0.0013934563006354,AAPL
180,2023-06-07 14:30:00+00:00,179.27999877929688,179.52000427246094,178.49000549316406,178.97500610351562,7288454,-0.0017012086002784,AAPL
181,2023-06-07 15:30:00+00:00,178.97500610351562,179.61000061035156,178.17999267578125,178.3699951171875,5282564,-0.0033804216549555,AAPL
182,2023-06-07 16:30:00+00:00,178.3699951171875,178.72000122070312,177.61000061035156,177.69000244140625,6202735,-0.0038122593171261,AAPL
183,2023-06-07 17:30:00+00:00,177.6999969482422,178.28500366210938,177.32000732421875,178.02999877929688,4518693,0.0019134241275209,AAPL
184,2023-06-07 18:30:00+00:00,178.02999877929688,178.5,177.60000610351562,178.06500244140625,4820318,0.0001966166508418,AAPL
185,2023-06-07 19:30:00+00:00,178.05999755859375,178.1999969482422,177.4239044189453,177.82000732421875,7942141,-0.0013758746178554,AAPL
187,2023-06-08 14:30:00+00:00,178.49000549316406,179.42999267578125,178.38999938964844,179.23910522460938,5780209,0.0043094301487405,AAPL
188,2023-06-08 15:30:00+00:00,179.23939514160156,180.0,179.13999938964844,179.9698944091797,5797046,0.0040771749203643,AAPL
189,2023-06-08 16:30:00+00:00,179.9600067138672,179.97000122070312,179.39999389648438,179.47000122070312,3341042,-0.0027776489513295,AAPL
190,2023-06-08 17:30:00+00:00,179.46499633789062,179.97999572753906,179.00999450683594,179.94500732421875,3800213,0.00264671588725,AAPL
191,2023-06-08 18:30:00+00:00,179.9499969482422,180.2899932861328,179.72999572753906,180.2550048828125,5929021,0.0017227349799997,AAPL
192,2023-06-08 19:30:00+00:00,180.25,180.83999633789065,180.2100067138672,180.5399932861328,6364520,0.0015810290732598,AAPL
194,2023-06-09 14:30:00+00:00,181.9199981689453,182.1000061035156,180.97999572753903,181.22999572753903,6831450,-0.003792889447841,AAPL
195,2023-06-09 15:30:00+00:00,181.2250061035156,181.5301055908203,180.6300048828125,181.16000366210935,5180506,-0.000386205744522,AAPL
196,2023-06-09 16:30:00+00:00,181.1699981689453,181.6999969482422,180.94000244140625,181.66000366210935,3456759,0.0027599911122355,AAPL
197,2023-06-09 17:30:00+00:00,181.6699981689453,182.22999572753903,181.6000061035156,182.0099029541016,3856950,0.0019261217931219,AAPL
198,2023-06-09 18:30:00+00:00,182.00999450683597,182.08999633789065,181.30999755859372,181.4900054931641,4584495,-0.0028564240324253,AAPL
199,2023-06-09 19:30:00+00:00,181.47999572753903,181.52999877929688,180.72999572753903,181.0399932861328,5566987,-0.0024795426382209,AAPL
201,2023-06-12 14:30:00+00:00,181.6000061035156,182.1100006103516,181.4300994873047,182.01499938964844,5201184,0.0022852052433095,AAPL
202,2023-06-12 15:30:00+00:00,182.0200042724609,182.52999877929688,182.0200042724609,182.2749938964844,4522372,0.0014284235239281,AAPL
203,2023-06-12 16:30:00+00:00,182.28500366210935,182.66000366210935,182.2729949951172,182.5399932861328,3437292,0.0014538439090494,AAPL
204,2023-06-12 17:30:00+00:00,182.53990173339844,182.80999755859372,182.4199981689453,182.7100067138672,3217543,0.0009313763229292,AAPL
205,2023-06-12 18:30:00+00:00,182.71499633789065,183.47999572753903,182.6999969482422,183.3090057373047,5613491,0.0032784138877273,AAPL
206,2023-06-12 19:30:00+00:00,183.3000030517578,183.88999938964844,183.19000244140625,183.83999633789065,7125628,0.0028966967468411,AAPL
208,2023-06-13 14:30:00+00:00,182.7700042724609,183.75050354003903,182.4600067138672,183.3999938964844,6083400,0.003501857128938,AAPL
209,2023-06-13 15:30:00+00:00,183.3999938964844,183.468994140625,182.9600982666016,183.1699981689453,5328589,-0.0012540661679022,AAPL
210,2023-06-13 16:30:00+00:00,183.17999267578125,183.5500030517578,182.88499450683597,183.0207977294922,4892930,-0.0008145462736507,AAPL
211,2023-06-13 17:30:00+00:00,183.02999877929688,183.13999938964844,182.72000122070312,182.83999633789065,4160728,-0.0009878734758264,AAPL
212,2023-06-13 18:30:00+00:00,182.83999633789065,183.1300048828125,182.44000244140625,182.97999572753903,5788039,0.0007656934612365,AAPL
213,2023-06-13 19:30:00+00:00,182.9750061035156,183.3800048828125,182.9199981689453,183.30999755859372,4278763,0.0018034858386708,AAPL
215,2023-06-14 14:30:00+00:00,184.22999572753903,184.38999938964844,183.5200042724609,184.2100067138672,6301964,-8.141885819779038e-05,AAPL
216,2023-06-14 15:30:00+00:00,184.1999969482422,184.38999938964844,183.83999633789065,184.1150054931641,3624409,-0.0005157223670845,AAPL
217,2023-06-14 16:30:00+00:00,184.11990356445312,184.16000366210935,183.50999450683597,183.72999572753903,3219852,-0.0020911373551206,AAPL
218,2023-06-14 17:30:00+00:00,183.72999572753903,183.8800048828125,182.0200042724609,182.6499938964844,6767181,-0.0058782009261909,AAPL
220,2023-06-14 19:30:00+00:00,183.5200042724609,183.97000122070312,182.9499969482422,183.9600067138672,5980488,0.002452249035485,AAPL
222,2023-06-15 14:30:00+00:00,185.83999633789065,185.8600006103516,185.1100006103516,185.83999633789065,6764169,0.0,AAPL
223,2023-06-15 15:30:00+00:00,185.8300018310547,185.95849609375,185.0800018310547,185.1999969482422,5704999,-0.0034438194267115,AAPL
224,2023-06-15 16:30:00+00:00,185.1999969482422,185.3800048828125,184.5500030517578,185.08999633789065,4056078,-0.0005939557892233,AAPL
225,2023-06-15 17:30:00+00:00,185.08999633789065,185.8500061035156,185.07000732421875,185.80499267578125,5120742,0.0038629658654558,AAPL
227,2023-06-15 19:30:00+00:00,186.1750030517578,186.3699951171875,185.69000244140625,186.0200042724609,7305976,-0.000859321138759,AAPL
229,2023-06-16 14:30:00+00:00,185.9001007080078,186.1300048828125,185.33999633789065,185.47999572753903,6021545,-0.0023033270735934,AAPL
230,2023-06-16 15:30:00+00:00,185.47999572753903,185.8300018310547,185.3000030517578,185.7301025390625,4063413,0.0013484301125972,AAPL
231,2023-06-16 16:30:00+00:00,185.7400054931641,186.0299072265625,185.5666046142578,185.8000030517578,3300447,0.0003763553228028,AAPL
232,2023-06-16 17:30:00+00:00,185.80999755859372,185.8999938964844,185.1999969482422,185.30999755859372,3533783,-0.0026372738703753,AAPL
233,2023-06-16 18:30:00+00:00,185.3000030517578,185.3000030517578,184.7100067138672,184.9149932861328,7609584,-0.0021315864101505,AAPL
234,2023-06-16 19:30:00+00:00,184.9199981689453,185.3500061035156,184.2700042724609,185.0200042724609,8222976,0.0005678878951995,AAPL
236,2023-06-20 14:30:00+00:00,184.82000732421875,185.3600006103516,184.50999450683597,185.0601043701172,5764406,0.0013533186235996,AAPL
237,2023-06-20 15:30:00+00:00,185.07000732421875,185.6000061035156,184.8999938964844,185.55499267578125,4348851,0.0026742031047075,AAPL
238,2023-06-20 16:30:00+00:00,185.5500030517578,186.08999633789065,185.4900054931641,185.92999267578125,4413993,0.0020209642143944,AAPL
239,2023-06-20 17:30:00+00:00,185.9199981689453,186.02999877929688,185.4149932861328,185.7700042724609,3535526,-0.0008604765751768,AAPL
240,2023-06-20 18:30:00+00:00,185.7700042724609,185.84500122070312,185.1300048828125,185.33999633789065,3522844,-0.0023147328668822,AAPL
241,2023-06-20 19:30:00+00:00,185.33999633789065,185.5,184.80999755859372,185.0200042724609,4861772,-0.0017265138219076,AAPL
243,2023-06-21 14:30:00+00:00,184.1100006103516,184.13999938964844,182.5901031494141,183.13999938964844,7350639,-0.0053225926218134,AAPL
244,2023-06-21 15:30:00+00:00,183.1300048828125,184.0800018310547,183.0850067138672,184.06500244140625,4681627,0.0050507975037707,AAPL
245,2023-06-21 16:30:00+00:00,184.07000732421875,184.33999633789065,183.8699951171875,184.1300048828125,3492541,0.0003531493795347,AAPL
246,2023-06-21 17:30:00+00:00,184.1103057861328,185.1100006103516,184.1100006103516,185.1000061035156,3581891,0.0052680236516611,AAPL
247,2023-06-21 18:30:00+00:00,185.1000061035156,185.1992034912109,184.3699951171875,184.5050048828125,3768476,-0.0032144851490192,AAPL
248,2023-06-21 19:30:00+00:00,184.5,184.5399932861328,183.7899932861328,183.9600067138672,4489739,-0.0029538394868554,AAPL
250,2023-06-22 14:30:00+00:00,185.7700042724609,186.6699981689453,185.41000366210935,186.25,8181446,0.002583817174462,AAPL
251,2023-06-22 15:30:00+00:00,186.2400054931641,186.72999572753903,185.73199462890625,186.07000732421875,5147460,-0.0009664036283556,AAPL
252,2023-06-22 16:30:00+00:00,186.07000732421875,186.2400054931641,185.6000061035156,185.75,3135640,-0.001719822172421,AAPL
253,2023-06-22 17:30:00+00:00,185.75,186.57000732421875,185.610595703125,186.4250030517578,3775701,0.0036339329838912,AAPL
254,2023-06-22 18:30:00+00:00,186.4250030517578,186.72999572753903,186.2100067138672,186.4149932861328,4345608,-5.3693257133669015e-05,AAPL
255,2023-06-22 19:30:00+00:00,186.4199981689453,187.0449981689453,186.283203125,186.97000122070312,6367886,0.0029772708985829,AAPL
257,2023-06-23 14:30:00+00:00,185.82000732421875,186.38999938964844,185.66000366210935,186.0800018310547,5322110,0.0013453155977865,AAPL
